strategy,symbol,entry_time,entry_price,exit_time,exit_price,exit_reason,pnl
NIFTY_HEIKIN_ASHI_BEARISH_1M_ATM,NIFTY24050PE,2026-09-01 10:04:00+05:30,42.09204999999999,2026-09-01 10:09:00+05:30,42.09204999999999,TRAILING_STOP,0.0
NIFTY_MACD_BEARISH_1M_ATM,NIFTY24050PE,2026-09-01 10:04:00+05:30,42.09204999999999,2026-09-01 10:09:00+05:30,42.09204999999999,TRAILING_STOP,0.0
NIFTY_MACD_BULLISH_1M_ATM,NIFTY24050CE,2026-09-01 10:32:00+05:30,42.462419999999995,2026-09-01 10:56:00+05:30,47.1325,TRAILING_STOP,303.55520000000035
NIFTY_HEIKIN_ASHI_BULLISH_5M_ITM,NIFTY23850CE,2026-09-01 10:32:00+05:30,219.33911999999998,2026-09-01 12:24:00+05:30,249.33911999999998,TRAILING_STOP,1950.0
NIFTY_SUPERTREND_CMF_BULLISH_CE,NIFTY23850CE,2026-09-01 10:32:00+05:30,219.33911999999998,2026-09-01 12:24:00+05:30,249.33911999999998,TRAILING_STOP,1950.0
NIFTY_ORB_BULLISH_1M_ATM,NIFTY24100CE,2026-09-01 10:53:00+05:30,25.87585,2026-09-01 11:03:00+05:30,20.680000000000003,STOP_LOSS,-337.7302499999998
NIFTY_ORB_BULLISH_1M_ATM,NIFTY24100CE,2026-09-01 11:07:00+05:30,22.672649999999997,2026-09-01 11:34:00+05:30,45.9935,TRAILING_STOP,1515.85525
NIFTY_SUPPORT_BOUNCE_5M_ITM,NIFTY23900CE,2026-09-01 12:25:00+05:30,206.30609999999996,2026-09-01 13:11:00+05:30,164.88,STOP_LOSS,-2692.6964999999977
NIFTY_SUPERTREND_CMF_BULLISH_CE,NIFTY23900CE,2026-09-01 12:33:00+05:30,206.07586999999998,2026-09-01 13:11:00+05:30,164.69600000000003,STOP_LOSS,-2689.691549999997
NIFTY_HEIKIN_ASHI_BULLISH_5M_ITM,NIFTY23900CE,2026-09-01 12:45:00+05:30,213.24302999999998,2026-09-01 13:11:00+05:30,170.424,STOP_LOSS,-2783.236949999998
NIFTY_HEIKIN_ASHI_BEARISH_5M_ITM,NIFTY24300PE,2026-09-01 13:03:00+05:30,216.59637999999998,2026-09-01 15:03:00+05:30,330.41,TIME_EXIT,7397.885300000003
NIFTY_SUPERTREND_CMF_BEARISH_PE,NIFTY24300PE,2026-09-01 13:03:00+05:30,216.59637999999998,2026-09-01 15:03:00+05:30,330.41,TIME_EXIT,7397.885300000003
NIFTY_ORB_BEARISH_5M_ITM,NIFTY24250PE,2026-09-01 13:40:00+05:30,222.56233999999998,2026-09-01 15:15:00+05:30,269.4,EOD_SQUARE_OFF,3044.4479
NIFTY_HEIKIN_ASHI_BEARISH_5M_ITM,NIFTY23900PE,2026-09-02 09:25:00+05:30,202.17197,2026-09-02 11:25:00+05:30,195.8,TIME_EXIT,-414.17804999999845
NIFTY_SUPERTREND_CMF_BEARISH_PE,NIFTY23900PE,2026-09-02 09:25:00+05:30,202.17197,2026-09-02 11:25:00+05:30,195.8,TIME_EXIT,-414.17804999999845
NIFTY_HEIKIN_ASHI_BEARISH_1M_ATM,NIFTY23850PE,2026-09-02 09:45:00+05:30,164.58441999999997,2026-09-02 11:45:00+05:30,176.93,TIME_EXIT,802.4627000000027
NIFTY_ORB_BULLISH_1M_ATM,NIFTY23900CE,2026-09-02 10:30:00+05:30,177.35718,2026-09-02 11:37:00+05:30,141.744,STOP_LOSS,-2314.8567
NIFTY_RESISTANCE_REJECTION_5M_ITM,NIFTY23950PE,2026-09-02 10:34:00+05:30,192.82262999999998,2026-09-02 12:34:00+05:30,210.9,TIME_EXIT,1175.029050000002
NIFTY_SUPERTREND_CMF_BEARISH_PE,NIFTY23900PE,2026-09-02 11:25:00+05:30,195.9958,2026-09-02 13:25:00+05:30,167.7,TIME_EXIT,-1839.227000000001
NIFTY_HEIKIN_ASHI_BEARISH_5M_ITM,NIFTY23900PE,2026-09-02 11:30:00+05:30,198.46827,2026-09-02 13:30:00+05:30,169.89,TIME_EXIT,-1857.5875500000002
NIFTY_HEIKIN_ASHI_BEARISH_1M_ATM,NIFTY23800PE,2026-09-02 11:45:00+05:30,152.50234999999998,2026-09-02 13:26:00+05:30,121.88,STOP_LOSS,-1990.452749999999
SENSEX_HEIKIN_ASHI_BEARISH_5M_ITM,SENSEX77400PE,2026-08-31 09:25:00+05:30,575.01444,2026-08-31 09:32:00+05:30,605.01444,TRAILING_STOP,600.0
SENSEX_BB_SQUEEZE_EXPLOSION_PE,SENSEX77400PE,2026-08-31 09:25:00+05:30,575.01444,2026-08-31 09:32:00+05:30,605.01444,TRAILING_STOP,600.0
SENSEX_OI_LONG_UNWINDING_PE,SENSEX77000PE,2026-08-31 09:25:00+05:30,353.78342999999995,2026-08-31 09:32:00+05:30,368.78342999999995,TRAILING_STOP,300.0
SENSEX_HEIKIN_ASHI_BEARISH_5M_ITM,SENSEX77400PE,2026-08-31 09:40:00+05:30,619.5389199999998,2026-08-31 10:05:00+05:30,649.5389199999998,TRAILING_STOP,600.0
SENSEX_BB_SQUEEZE_EXPLOSION_PE,SENSEX77400PE,2026-08-31 09:40:00+05:30,619.5389199999998,2026-08-31 10:05:00+05:30,649.5389199999998,TRAILING_STOP,600.0
SENSEX_OI_LONG_UNWINDING_PE,SENSEX77000PE,2026-08-31 09:40:00+05:30,387.21682999999996,2026-08-31 10:05:00+05:30,417.21682999999996,TRAILING_STOP,600.0
SENSEX_ORB_BEARISH_5M_ITM,SENSEX77300PE,2026-08-31 09:42:00+05:30,587.2466599999999,2026-08-31 09:47:00+05:30,587.2466599999999,TRAILING_STOP,0.0
SENSEX_ORB_BEARISH_1M_ATM,SENSEX76900PE,2026-08-31 10:09:00+05:30,375.77539999999993,2026-08-31 10:28:00+05:30,390.77539999999993,TRAILING_STOP,300.0
SENSEX_RESISTANCE_REJECTION_5M_ITM,SENSEX77200PE,2026-08-31 11:31:00+05:30,579.8692899999999,2026-08-31 11:55:00+05:30,463.432,STOP_LOSS,-2328.745799999997
SENSEX_OI_SHORT_SQUEEZE_CE,SENSEX76800CE,2026-08-31 11:34:00+05:30,434.4640299999999,2026-08-31 13:34:00+05:30,521.03,TIME_EXIT,1731.319400000001
SENSEX_SUPPORT_BOUNCE_1M_ATM,SENSEX77000CE,2026-08-31 11:54:00+05:30,406.84644,2026-08-31 11:59:00+05:30,406.84644,TRAILING_STOP,0.0
SENSEX_BB_SQUEEZE_EXPLOSION_CE,SENSEX76700CE,2026-08-31 11:54:00+05:30,578.3878099999998,2026-08-31 11:58:00+05:30,593.3878099999998,TRAILING_STOP,300.0
SENSEX_HEIKIN_ASHI_BULLISH_5M_ITM,SENSEX76700CE,2026-08-31 11:55:00+05:30,598.6180199999999,2026-08-31 13:55:00+05:30,548.8,TIME_EXIT,-996.3603999999987
SENSEX_ORB_BULLISH_5M_ITM,SENSEX76700CE,2026-08-31 11:56:00+05:30,617.8272099999999,2026-08-31 13:56:00+05:30,548.31,TIME_EXIT,-1390.3441999999995
SENSEX_MACD_BULLISH_1M_ATM,SENSEX77000CE,2026-08-31 12:20:00+05:30,412.10168999999996,2026-08-31 14:20:00+05:30,336.95,TIME_EXIT,-1503.0337999999995
SENSEX_SUPPORT_BOUNCE_1M_ATM,SENSEX77000CE,2026-08-31 12:20:00+05:30,412.10168999999996,2026-08-31 14:20:00+05:30,336.95,TIME_EXIT,-1503.0337999999995
SENSEX_BB_SQUEEZE_EXPLOSION_CE,SENSEX76700CE,2026-08-31 12:20:00+05:30,584.8542699999999,2026-08-31 14:20:00+05:30,491.01,TIME_EXIT,-1876.8853999999988
SENSEX_OI_SHORT_SQUEEZE_CE,SENSEX77000CE,2026-08-31 13:34:00+05:30,410.61019999999996,2026-08-31 14:29:00+05:30,328.16,STOP_LOSS,-1649.0039999999988
SENSEX_RESISTANCE_REJECTION_5M_ITM,SENSEX77400PE,2026-08-31 13:39:00+05:30,613.3227099999999,2026-08-31 14:40:00+05:30,643.3227099999999,TRAILING_STOP,600.0
SENSEX_ORB_BEARISH_5M_ITM,SENSEX77300PE,2026-08-31 13:59:00+05:30,581.0104299999999,2026-08-31 14:38:00+05:30,611.0104299999999,TRAILING_STOP,600.0
SENSEX_HEIKIN_ASHI_BEARISH_1M_ATM,SENSEX76900PE,2026-08-31 14:00:00+05:30,360.02966999999995,2026-08-31 14:39:00+05:30,375.02966999999995,TRAILING_STOP,300.0
SENSEX_ORB_BEARISH_1M_ATM,SENSEX76900PE,2026-08-31 14:03:00+05:30,372.69231999999994,2026-08-31 14:07:00+05:30,372.69231999999994,TRAILING_STOP,0.0
SENSEX_HEIKIN_ASHI_BEARISH_1M_ATM,SENSEX76900PE,2026-08-31 14:39:00+05:30,366.4661,2026-08-31 14:46:00+05:30,292.88000000000005,STOP_LOSS,-1471.7219999999986
SENSEX_HEIKIN_ASHI_BULLISH_5M_ITM,SENSEX76800CE,2026-08-31 14:46:00+05:30,596.57598,2026-08-31 15:15:00+05:30,479.47,EOD_SQUARE_OFF,-2342.1195999999986
SENSEX_ORB_BULLISH_5M_ITM,SENSEX76800CE,2026-08-31 14:46:00+05:30,596.57598,2026-08-31 15:15:00+05:30,479.47,EOD_SQUARE_OFF,-2342.1195999999986
SENSEX_BB_SQUEEZE_EXPLOSION_PE,SENSEX77400PE,2026-09-01 09:25:00+05:30,618.74813,2026-09-01 10:04:00+05:30,648.74813,TRAILING_STOP,600.0
SENSEX_OI_LONG_UNWINDING_PE,SENSEX76900PE,2026-09-01 09:25:00+05:30,310.66035,2026-09-01 09:52:00+05:30,340.66035,TRAILING_STOP,600.0
SENSEX_RESISTANCE_REJECTION_5M_ITM,SENSEX77400PE,2026-09-01 09:27:00+05:30,595.1045099999999,2026-09-01 10:14:00+05:30,625.1045099999999,TRAILING_STOP,600.0
SENSEX_OI_SHORT_SQUEEZE_CE,SENSEX76900CE,2026-09-01 09:29:00+05:30,356.09574,2026-09-01 09:46:00+05:30,284.59200000000004,STOP_LOSS,-1430.0747999999987
SENSEX_ORB_BEARISH_5M_ITM,SENSEX77300PE,2026-09-01 09:43:00+05:30,581.10052,2026-09-01 09:50:00+05:30,596.10052,TRAILING_STOP,300.0
SENSEX_HEIKIN_ASHI_BEARISH_5M_ITM,SENSEX77300PE,2026-09-01 09:45:00+05:30,588.6080199999999,2026-09-01 09:49:00+05:30,603.6080199999999,TRAILING_STOP,300.0
SENSEX_OI_LONG_UNWINDING_PE,SENSEX76800PE,2026-09-01 09:55:00+05:30,291.58128999999997,2026-09-01 10:24:00+05:30,233.03200000000004,STOP_LOSS,-1170.9857999999986
SENSEX_HEIKIN_ASHI_BEARISH_1M_ATM,SENSEX76800PE,2026-09-01 10:00:00+05:30,301.46116,2026-09-01 10:22:00+05:30,240.92800000000003,STOP_LOSS,-1210.6631999999995
SENSEX_MACD_BEARISH_1M_ATM,SENSEX76800PE,2026-09-01 10:00:00+05:30,301.46116,2026-09-01 10:22:00+05:30,240.92800000000003,STOP_LOSS,-1210.6631999999995
SENSEX_HEIKIN_ASHI_BEARISH_5M_ITM,SENSEX77300PE,2026-09-01 10:00:00+05:30,605.3447399999999,2026-09-01 10:30:00+05:30,483.79200000000003,STOP_LOSS,-2431.054799999997
SENSEX_BB_SQUEEZE_EXPLOSION_PE,SENSEX77300PE,2026-09-01 10:10:00+05:30,574.2236499999999,2026-09-01 10:52:00+05:30,458.92,STOP_LOSS,-2306.0729999999976
SENSEX_OI_SHORT_SQUEEZE_CE,SENSEX76900CE,2026-09-01 10:15:00+05:30,338.31798,2026-09-01 11:19:00+05:30,487.98,TAKE_PROFIT,2993.2404000000006
SENSEX_MACD_BULLISH_1M_ATM,SENSEX77000CE,2026-09-01 10:30:00+05:30,329.11879,2026-09-01 12:30:00+05:30,432.66,TIME_EXIT,2070.824200000001
SENSEX_SUPPORT_BOUNCE_1M_ATM,SENSEX77000CE,2026-09-01 10:30:00+05:30,329.11879,2026-09-01 12:30:00+05:30,432.66,TIME_EXIT,2070.824200000001
SENSEX_HEIKIN_ASHI_BULLISH_5M_ITM,SENSEX76600CE,2026-09-01 10:30:00+05:30,571.7011299999999,2026-09-01 10:56:00+05:30,586.7011299999999,TRAILING_STOP,300.0
SENSEX_BB_SQUEEZE_EXPLOSION_CE,SENSEX76600CE,2026-09-01 10:30:00+05:30,571.7011299999999,2026-09-01 10:56:00+05:30,586.7011299999999,TRAILING_STOP,300.0
SENSEX_HEIKIN_ASHI_BULLISH_5M_ITM,SENSEX76600CE,2026-09-01 11:00:00+05:30,602.69209,2026-09-01 13:00:00+05:30,639.58,TIME_EXIT,737.7582000000007
SENSEX_BB_SQUEEZE_EXPLOSION_CE,SENSEX76600CE,2026-09-01 11:00:00+05:30,602.69209,2026-09-01 13:00:00+05:30,639.58,TIME_EXIT,737.7582000000007
SENSEX_HEIKIN_ASHI_BEARISH_1M_ATM,SENSEX76900PE,2026-09-01 13:15:00+05:30,284.77448999999996,2026-09-01 15:15:00+05:30,395.45,TIME_EXIT,2213.5102000000006
SENSEX_MACD_BEARISH_1M_ATM,SENSEX77000PE,2026-09-01 13:30:00+05:30,319.93962,2026-09-01 14:08:00+05:30,469.62,TAKE_PROFIT,2993.6076000000003
SENSEX_ORB_BEARISH_1M_ATM,SENSEX76800PE,2026-09-01 13:50:00+05:30,303.22292,2026-09-01 14:29:00+05:30,333.22292,TRAILING_STOP,600.0
SENSEX_ORB_BEARISH_5M_ITM,SENSEX77300PE,2026-09-01 13:50:00+05:30,607.96736,2026-09-01 13:57:00+05:30,607.96736,TRAILING_STOP,0.0
SENSEX_HEIKIN_ASHI_BEARISH_5M_ITM,SENSEX76800PE,2026-09-02 09:25:00+05:30,608.8782699999999,2026-09-02 09:58:00+05:30,486.616,STOP_LOSS,-2445.245399999999
SENSEX_BB_SQUEEZE_EXPLOSION_PE,SENSEX76800PE,2026-09-02 09:25:00+05:30,608.8782699999999,2026-09-02 09:58:00+05:30,486.616,STOP_LOSS,-2445.245399999999
SENSEX_OI_LONG_UNWINDING_PE,SENSEX76200PE,2026-09-02 09:25:00+05:30,204.43422999999996,2026-09-02 09:34:00+05:30,163.38400000000001,STOP_LOSS,-821.0045999999988
SENSEX_OI_LONG_UNWINDING_PE,SENSEX76300PE,2026-09-02 09:40:00+05:30,213.48326999999998,2026-09-02 10:20:00+05:30,170.616,STOP_LOSS,-857.3453999999992
SENSEX_HEIKIN_ASHI_BEARISH_1M_ATM,SENSEX76300PE,2026-09-02 09:45:00+05:30,204.38418,2026-09-02 10:20:00+05:30,163.34400000000002,STOP_LOSS,-820.8035999999993
SENSEX_BB_SQUEEZE_EXPLOSION_PE,SENSEX76900PE,2026-09-02 10:10:00+05:30,581.93135,2026-09-02 10:31:00+05:30,465.08000000000004,STOP_LOSS,-2337.026999999998
SENSEX_HEIKIN_ASHI_BEARISH_1M_ATM,SENSEX76400PE,2026-09-02 10:20:00+05:30,207.59738999999996,2026-09-02 12:11:00+05:30,258.35749999999996,TRAILING_STOP,1015.2022
SENSEX_OI_SHORT_SQUEEZE_CE,SENSEX76500CE,2026-09-02 10:22:00+05:30,211.16094999999996,2026-09-02 10:36:00+05:30,211.16094999999996,TRAILING_STOP,0.0
SENSEX_RESISTANCE_REJECTION_5M_ITM,SENSEX77000PE,2026-09-02 10:23:00+05:30,587.40682,2026-09-02 10:50:00+05:30,617.40682,TRAILING_STOP,600.0
SENSEX_HEIKIN_ASHI_BEARISH_5M_ITM,SENSEX77000PE,2026-09-02 10:45:00+05:30,631.46083,2026-09-02 10:54:00+05:30,646.46083,TRAILING_STOP,300.0
SENSEX_OI_SHORT_SQUEEZE_CE,SENSEX76300CE,2026-09-02 12:11:00+05:30,241.53128999999996,2026-09-02 13:51:00+05:30,286.433,TRAILING_STOP,898.0342000000007
SENSEX_RESISTANCE_REJECTION_5M_ITM,SENSEX76900PE,2026-09-02 12:19:00+05:30,616.7361199999999,2026-09-02 12:22:00+05:30,631.7361199999999,TRAILING_STOP,300.0
BANKNIFTY_SUPPORT_BOUNCE_1M_ATM,BANKNIFTY57500CE,2026-08-31 09:19:00+05:30,166.5664,2026-08-31 09:26:00+05:30,169.4135,TRAILING_STOP,85.41300000000035
BANKNIFTY_DUAL_SUPERTREND_BB_CE,BANKNIFTY57100CE,2026-08-31 09:25:00+05:30,487.2567699999999,2026-08-31 09:27:00+05:30,389.416,STOP_LOSS,-2935.2230999999974
BANKNIFTY_RESISTANCE_REJECTION_5M_ITM,BANKNIFTY57900PE,2026-08-31 09:27:00+05:30,492.8923999999999,2026-08-31 10:24:00+05:30,642.4,TAKE_PROFIT,4485.228000000003
BANKNIFTY_DUAL_SUPERTREND_BB_PE,BANKNIFTY57900PE,2026-08-31 09:27:00+05:30,492.8923999999999,2026-08-31 10:24:00+05:30,642.4,TAKE_PROFIT,4485.228000000003
BANKNIFTY_GAMMA_WALL_BREAKOUT_PE,BANKNIFTY57900PE,2026-08-31 09:27:00+05:30,492.8923999999999,2026-08-31 10:24:00+05:30,642.4,TAKE_PROFIT,4485.228000000003
BANKNIFTY_VWAP_BB_LIQUIDITY_REBOUND_CE,BANKNIFTY57000CE,2026-08-31 09:32:00+05:30,516.9164,2026-08-31 09:43:00+05:30,413.12,STOP_LOSS,-3113.8919999999985
BANKNIFTY_ORB_BEARISH_5M_ITM,BANKNIFTY57900PE,2026-08-31 09:39:00+05:30,509.21870999999993,2026-08-31 09:46:00+05:30,539.2187099999999,TRAILING_STOP,899.9999999999983
BANKNIFTY_HEIKIN_ASHI_BEARISH_5M_ITM,BANKNIFTY57900PE,2026-08-31 09:40:00+05:30,495.40491,2026-08-31 10:24:00+05:30,644.9100000000001,TAKE_PROFIT,4485.152700000003
BANKNIFTY_DUAL_SUPERTREND_BB_PE,BANKNIFTY57700PE,2026-08-31 10:27:00+05:30,458.75829999999996,2026-08-31 10:58:00+05:30,488.75829999999996,TRAILING_STOP,900.0
BANKNIFTY_HEIKIN_ASHI_BEARISH_5M_ITM,BANKNIFTY57700PE,2026-08-31 10:30:00+05:30,461.2407799999999,2026-08-31 10:58:00+05:30,491.2407799999999,TRAILING_STOP,900.0
BANKNIFTY_ORB_BEARISH_1M_ATM,BANKNIFTY57200PE,2026-08-31 10:33:00+05:30,148.30816,2026-08-31 10:58:00+05:30,148.30816,TRAILING_STOP,0.0
BANKNIFTY_VWAP_BB_LIQUIDITY_REBOUND_CE,BANKNIFTY56800CE,2026-08-31 11:22:00+05:30,513.4229099999999,2026-08-31 11:54:00+05:30,662.91,TAKE_PROFIT,4484.612700000002
BANKNIFTY_RESISTANCE_REJECTION_5M_ITM,BANKNIFTY57800PE,2026-08-31 11:23:00+05:30,540.5800399999999,2026-08-31 11:54:00+05:30,432.032,STOP_LOSS,-3256.441199999999
BANKNIFTY_GAMMA_WALL_BREAKOUT_PE,BANKNIFTY57800PE,2026-08-31 11:23:00+05:30,540.5800399999999,2026-08-31 11:54:00+05:30,432.032,STOP_LOSS,-3256.441199999999
BANKNIFTY_HEIKIN_ASHI_BULLISH_5M_ITM,BANKNIFTY56900CE,2026-08-31 11:40:00+05:30,484.65416999999997,2026-08-31 12:29:00+05:30,514.65417,TRAILING_STOP,900.0000000000017
BANKNIFTY_DUAL_SUPERTREND_BB_CE,BANKNIFTY56900CE,2026-08-31 11:40:00+05:30,484.65416999999997,2026-08-31 12:29:00+05:30,514.65417,TRAILING_STOP,900.0000000000017
BANKNIFTY_SUPPORT_BOUNCE_5M_ITM,BANKNIFTY56900CE,2026-08-31 13:12:00+05:30,519.92941,2026-08-31 13:37:00+05:30,534.92941,TRAILING_STOP,450.0
BANKNIFTY_SUPPORT_BOUNCE_1M_ATM,BANKNIFTY57400CE,2026-08-31 13:13:00+05:30,170.36019,2026-08-31 14:05:00+05:30,136.15200000000002,STOP_LOSS,-1026.2456999999993
BANKNIFTY_HEIKIN_ASHI_BULLISH_5M_ITM,BANKNIFTY56900CE,2026-08-31 13:20:00+05:30,527.18666,2026-08-31 13:41:00+05:30,527.18666,TRAILING_STOP,0.0
BANKNIFTY_SUPPORT_BOUNCE_5M_ITM,BANKNIFTY56900CE,2026-08-31 13:48:00+05:30,519.0485299999999,2026-08-31 14:22:00+05:30,414.824,STOP_LOSS,-3126.735899999997
BANKNIFTY_HEIKIN_ASHI_BEARISH_1M_ATM,BANKNIFTY57300PE,2026-08-31 14:15:00+05:30,144.52437999999998,2026-08-31 14:31:00+05:30,161.6105,TRAILING_STOP,512.5836000000006
BANKNIFTY_MACD_BEARISH_1M_ATM,BANKNIFTY57300PE,2026-08-31 14:30:00+05:30,163.83366999999996,2026-08-31 14:39:00+05:30,130.936,STOP_LOSS,-986.9300999999984
BANKNIFTY_HEIKIN_ASHI_BEARISH_1M_ATM,BANKNIFTY57300PE,2026-08-31 14:31:00+05:30,154.76461,2026-08-31 14:40:00+05:30,123.68800000000002,STOP_LOSS,-932.2982999999997
BANKNIFTY_MACD_BULLISH_1M_ATM,BANKNIFTY57400CE,2026-08-31 14:45:00+05:30,199.00880999999998,2026-08-31 14:47:00+05:30,229.00880999999998,TRAILING_STOP,900.0
BANKNIFTY_MACD_BULLISH_1M_ATM,BANKNIFTY57500CE,2026-08-31 14:47:00+05:30,156.01586,2026-08-31 15:05:00+05:30,124.68800000000002,STOP_LOSS,-939.8357999999996
BANKNIFTY_ORB_BULLISH_5M_ITM,BANKNIFTY57600CE,2026-08-31 15:29:00+05:30,469.83937,2026-09-01 09:15:00+05:30,375.49600000000004,STOP_LOSS,-2830.301099999998
BANKNIFTY_HEIKIN_ASHI_BEARISH_5M_ITM,BANKNIFTY57900PE,2026-09-01 09:25:00+05:30,511.37085999999994,2026-09-01 09:49:00+05:30,541.37086,TRAILING_STOP,900.0000000000017
BANKNIFTY_DUAL_SUPERTREND_BB_PE,BANKNIFTY57900PE,2026-09-01 09:25:00+05:30,511.37085999999994,2026-09-01 09:49:00+05:30,541.37086,TRAILING_STOP,900.0000000000017
BANKNIFTY_VWAP_BB_LIQUIDITY_REBOUND_CE,BANKNIFTY57000CE,2026-09-01 09:26:00+05:30,452.3919399999999,2026-09-01 09:44:00+05:30,361.552,STOP_LOSS,-2725.198199999997
BANKNIFTY_RESISTANCE_REJECTION_5M_ITM,BANKNIFTY57900PE,2026-09-01 09:27:00+05:30,469.14867999999996,2026-09-01 10:12:00+05:30,499.14867999999996,TRAILING_STOP,900.0
BANKNIFTY_GAMMA_WALL_BREAKOUT_PE,BANKNIFTY57900PE,2026-09-01 09:27:00+05:30,469.14867999999996,2026-09-01 10:12:00+05:30,499.14867999999996,TRAILING_STOP,900.0
BANKNIFTY_HEIKIN_ASHI_BEARISH_1M_ATM,BANKNIFTY57400PE,2026-09-01 09:45:00+05:30,103.87376999999998,2026-09-01 09:49:00+05:30,103.87376999999998,TRAILING_STOP,0.0
